날짜,상대팀,결과
05.01(수),KIA,win
05.02(목),KIA,lose
05.03(금),키움,lose
05.04(토),키움,win
05.05(일),키움,lose
05.07(화),NC,win
05.08(수),NC,win
05.09(목),NC,win
05.10(금),롯데,lose
05.11(토),롯데,win
05.12(일),롯데,lose
05.14(화),두산,win
05.15(수),두산,lose
05.16(목),두산,lose
05.17(금),KT,win
05.18(토),KT,lose
05.19(일),KT,-
05.21(화),한화,win
05.22(수),한화,win
05.23(목),한화,win
05.24(금),키움,lose
05.25(토),키움,win
05.26(일),키움,win
05.28(화),두산,lose
05.29(수),두산,lose
05.30(목),두산,win
05.31(금),롯데,lose
