날짜,상대팀,결과
08.01(목),롯데,lose
08.03(토),LG,lose
08.04(일),LG,win
08.06(화),NC,-
08.07(수),NC,lose
08.08(목),롯데,lose
08.09(금),롯데,lose
08.10(토),KIA,lose
08.11(일),KIA,win
08.13(화),SK,lose
08.14(수),SK,-
08.15(목),KT,-
08.16(금),KT,lose
08.17(토),LG,win
08.18(일),LG,lose
08.20(화),한화,win
08.21(수),한화,-
08.22(목),두산,lose
08.23(금),두산,lose
08.24(토),키움,win
08.25(일),키움,lose
08.27(화),KIA,win
08.28(수),KIA,lose
08.29(목),SK,win
08.30(금),SK,lose
08.31(토),두산,lose
