날짜,상대팀,결과
07.02(화),KT,lose
07.03(수),KT,lose
07.04(목),KT,lose
07.05(금),NC,lose
07.06(토),NC,draw
07.07(일),NC,win
07.09(화),KIA,win
07.10(수),KIA,-
07.11(목),KIA,win
07.12(금),LG,win
07.13(토),LG,lose
07.14(일),LG,lose
07.16(화),키움,lose
07.17(수),키움,lose
07.18(목),키움,lose
07.26(금),한화,win
07.27(토),한화,win
07.28(일),한화,win
07.30(화),롯데,win
07.31(수),롯데,lose
