날짜,상대팀,결과
07.02(토),삼성,draw
07.05(화),삼성,win
07.06(수),삼성,lose
07.07(목),삼성,lose
07.08(금),두산,win
07.10(일),두산,lose
07.12(화),현대,lose
07.13(수),현대,win
07.14(목),현대,lose
07.19(화),롯데,win
07.20(수),롯데,win
07.21(목),롯데,lose
07.22(금),삼성,lose
07.23(토),삼성,lose
07.24(일),삼성,win
07.26(화),삼성,win
07.27(수),삼성,lose
07.29(금),두산,win
07.30(토),두산,win
07.31(일),두산,win
