날짜,상대팀,결과
06.02(목),롯데,lose
06.04(토),KIA,win
06.05(일),KIA,win
06.06(월),KIA,win
06.07(화),두산,lose
06.08(수),두산,lose
06.09(목),두산,lose
06.10(금),현대,lose
06.11(토),현대,win
06.12(일),현대,win
06.15(수),LG,lose
06.16(목),LG,win
06.17(금),SK,draw
06.18(토),SK,lose
06.19(일),SK,lose
06.21(화),현대,win
06.22(수),현대,lose
06.23(목),현대,win
06.24(금),SK,win
06.25(토),SK,lose
06.26(일),SK,lose
06.28(화),한화,lose
06.29(수),한화,lose
06.30(목),한화,lose
