날짜,상대팀,결과
04.02(토),삼성,lose
04.03(일),삼성,lose
04.05(화),LG,win
04.07(목),LG,lose
04.08(금),삼성,win
04.09(토),삼성,lose
04.12(화),KIA,win
04.13(수),KIA,win
04.14(목),KIA,win
04.15(금),삼성,win
04.16(토),삼성,lose
04.17(일),삼성,lose
04.19(화),두산,lose
04.20(수),두산,lose
04.21(목),두산,lose
04.22(금),한화,win
04.23(토),한화,lose
04.24(일),한화,win
04.26(화),삼성,win
04.27(수),삼성,lose
04.28(목),삼성,lose
04.29(금),삼성,lose
04.30(토),삼성,lose
