날짜,상대팀,결과
08.03(수),SK,lose
08.04(목),SK,lose
08.05(금),LG,lose
08.06(토),LG,lose
08.07(일),LG,win
08.09(화),한화,win
08.13(토),롯데,win
08.14(일),롯데,win
08.16(화),두산,draw
08.17(수),두산,win
08.20(토),KIA,lose
08.23(화),LG,win
08.25(목),LG,win
08.26(금),SK,draw
08.27(토),SK,lose
08.28(일),SK,win
08.30(화),롯데,win
08.31(수),롯데,win
