날짜,상대팀,결과
09.02(화),NC,draw
09.03(수),NC,-
09.04(목),한화,win
09.05(금),한화,win
09.09(화),NC,lose
09.10(수),NC,win
09.11(목),KIA,win
09.12(금),KIA,win
09.13(토),LG,lose
09.14(일),LG,lose
