날짜,상대팀,결과
08.01(금),KIA,win
08.02(토),KIA,-
08.03(일),KIA,-
08.04(월),KIA,-
08.05(화),한화,win
08.06(수),한화,lose
08.07(목),롯데,-
08.08(금),롯데,win
08.09(토),넥센,win
08.10(일),넥센,-
08.11(월),넥센,win
08.14(목),SK,win
08.15(금),SK,lose
08.16(토),LG,win
08.17(일),LG,-
08.18(월),LG,-
08.19(화),KIA,-
08.20(수),KIA,-
08.21(목),두산,win
08.22(금),두산,lose
08.23(토),SK,win
08.24(일),SK,lose
08.26(화),롯데,win
08.27(수),롯데,lose
08.28(목),두산,lose
08.29(금),두산,lose
08.30(토),넥센,lose
08.31(일),넥센,lose
