날짜,상대팀,결과
07.01(일),넥센,win
07.03(화),LG,win
07.04(수),LG,win
07.05(목),LG,-
07.06(금),롯데,-
07.07(토),롯데,lose
07.08(일),롯데,win
07.10(화),LG,win
07.11(수),LG,-
07.12(목),LG,win
07.13(금),KIA,-
07.14(토),KIA,-
07.15(일),KIA,win
07.17(화),한화,-
07.18(수),한화,win
07.19(목),한화,win
07.24(화),SK,lose
07.25(수),SK,win
07.26(목),SK,win
07.27(금),넥센,win
07.28(토),넥센,win
07.29(일),넥센,win
07.31(화),두산,lose
