날짜,상대팀,결과
06.01(금),두산,lose
06.02(토),두산,win
06.03(일),두산,lose
06.05(화),KIA,win
06.06(수),KIA,win
06.07(목),KIA,lose
06.08(금),SK,lose
06.09(토),SK,win
06.10(일),SK,lose
06.12(화),한화,win
06.13(수),한화,win
06.14(목),한화,win
06.15(금),두산,lose
06.16(토),두산,win
06.17(일),두산,lose
06.19(화),KIA,win
06.20(수),KIA,draw
06.21(목),KIA,win
06.22(금),넥센,win
06.23(토),넥센,win
06.24(일),넥센,lose
06.26(화),SK,win
06.27(수),SK,lose
06.28(목),SK,win
06.29(금),넥센,win
06.30(토),넥센,-
