날짜,상대팀,결과
07.01(목),LG,win
07.02(금),두산,lose
07.06(화),KIA,win
07.07(수),KIA,lose
07.08(목),KIA,win
07.09(금),현대,lose
07.10(토),현대,lose
07.11(일),현대,lose
07.13(화),두산,win
07.14(수),두산,win
07.20(화),한화,lose
07.21(수),한화,lose
07.22(목),한화,win
07.24(토),롯데,win
07.25(일),롯데,win
07.27(화),LG,win
07.28(수),LG,win
07.30(금),두산,win
07.31(토),두산,lose
