날짜,상대팀,결과
04.01(일),넥센,win
04.03(화),NC,lose
04.04(수),NC,lose
04.05(목),NC,win
04.06(금),SK,-
04.07(토),SK,lose
04.08(일),SK,win
04.10(화),두산,lose
04.11(수),두산,lose
04.12(목),두산,lose
04.13(금),한화,win
04.14(토),한화,lose
04.15(일),한화,lose
04.17(화),롯데,win
04.18(수),롯데,lose
04.19(목),롯데,win
04.20(금),KT,lose
04.21(토),KT,win
04.22(일),KT,lose
04.24(화),NC,win
04.25(수),NC,lose
04.26(목),NC,lose
04.27(금),LG,lose
04.28(토),LG,lose
04.29(일),LG,win
