날짜,상대팀,결과
05.01(화),SK,lose
05.02(수),SK,lose
05.03(목),SK,win
05.04(금),한화,lose
05.05(토),한화,win
05.06(일),한화,-
05.08(화),KT,win
05.09(수),KT,win
05.10(목),KT,lose
05.11(금),KIA,win
05.12(토),KIA,-
05.13(일),KIA,lose
05.15(화),LG,win
05.16(수),LG,lose
05.17(목),LG,lose
05.18(금),넥센,win
05.19(토),넥센,lose
05.20(일),넥센,win
05.22(화),롯데,win
05.23(수),롯데,win
05.24(목),롯데,win
05.25(금),두산,win
05.26(토),두산,lose
05.27(일),두산,lose
05.29(화),KT,lose
05.30(수),KT,win
05.31(목),KT,win
