날짜,상대팀,결과
06.01(금),NC,win
06.02(토),NC,win
06.03(일),NC,win
06.05(화),SK,lose
06.06(수),SK,lose
06.07(목),SK,win
06.08(금),LG,lose
06.09(토),LG,lose
06.10(일),LG,win
06.12(화),롯데,win
06.13(수),롯데,lose
06.14(목),롯데,win
06.15(금),넥센,lose
06.16(토),넥센,lose
06.17(일),넥센,lose
06.19(화),SK,draw
06.20(수),SK,win
06.21(목),SK,lose
06.22(금),두산,win
06.23(토),두산,lose
06.24(일),두산,lose
06.26(화),한화,win
06.27(수),한화,lose
06.28(목),한화,lose
06.29(금),넥센,lose
06.30(토),넥센,-
