날짜,상대팀,결과
05.01(수),넥센,lose
05.02(목),넥센,lose
05.03(금),롯데,win
05.04(토),롯데,win
05.05(일),롯데,win
05.10(금),KIA,win
05.11(토),KIA,win
05.12(일),KIA,win
05.14(화),두산,win
05.15(수),두산,win
05.16(목),두산,lose
05.17(금),NC,win
05.18(토),NC,win
05.19(일),NC,win
05.21(화),LG,win
05.22(수),LG,lose
05.23(목),LG,lose
05.24(금),한화,win
05.25(토),한화,win
05.26(일),한화,lose
05.28(화),SK,-
05.29(수),SK,-
05.30(목),SK,win
05.31(금),롯데,lose
