날짜,상대팀,결과
06.01(토),롯데,lose
06.02(일),롯데,win
06.04(화),넥센,lose
06.05(수),넥센,draw
06.06(목),넥센,lose
06.07(금),두산,win
06.08(토),두산,win
06.09(일),두산,win
06.14(금),NC,win
06.15(토),NC,lose
06.16(일),NC,draw
06.18(화),SK,-
06.19(수),SK,lose
06.20(목),SK,win
06.21(금),LG,lose
06.22(토),LG,win
06.23(일),LG,lose
06.25(화),한화,-
06.26(수),한화,lose
06.27(목),한화,-
06.28(금),KIA,win
06.29(토),KIA,win
06.30(일),KIA,win
