날짜,상대팀,결과
09.01(일),두산,lose
09.03(화),KIA,lose
09.04(수),KIA,lose
09.07(토),LG,win
09.08(일),LG,lose
09.10(화),넥센,-
09.11(수),넥센,win
09.12(목),롯데,lose
09.13(금),롯데,win
09.14(토),한화,lose
09.15(일),한화,win
09.17(화),두산,win
09.18(수),NC,win
09.19(목),두산,win
09.21(토),넥센,win
09.23(월),한화,win
09.24(화),SK,win
09.25(수),SK,win
09.26(목),SK,lose
09.27(금),롯데,lose
09.29(일),LG,lose
09.30(월),한화,win
