날짜,상대팀,결과
08.01(목),KIA,win
08.02(금),LG,lose
08.03(토),LG,win
08.04(일),LG,lose
08.08(목),한화,win
08.09(금),한화,lose
08.10(토),KIA,win
08.11(일),KIA,lose
08.13(화),LG,lose
08.14(수),LG,win
08.15(목),NC,lose
08.16(금),NC,lose
08.17(토),넥센,win
08.18(일),넥센,lose
08.20(화),SK,lose
08.21(수),SK,win
08.22(목),두산,win
08.23(금),두산,lose
08.24(토),롯데,-
08.25(일),롯데,win
08.27(화),NC,win
08.28(수),NC,lose
08.29(목),SK,lose
08.30(금),SK,win
08.31(토),두산,-
