날짜,상대팀,결과
04.05(금),NC,win
04.06(토),NC,-
04.07(일),NC,win
04.09(화),한화,win
04.10(수),한화,win
04.11(목),한화,win
04.12(금),넥센,lose
04.13(토),넥센,win
04.14(일),넥센,win
04.16(화),SK,lose
04.17(수),SK,win
04.18(목),SK,lose
04.19(금),롯데,lose
04.20(토),롯데,-
04.21(일),롯데,win
04.23(화),LG,-
04.24(수),LG,win
04.25(목),LG,win
04.26(금),KIA,win
04.27(토),KIA,lose
04.28(일),KIA,win
04.30(화),넥센,lose
