날짜,상대팀,결과
09.01(목),KIA,win
09.02(금),KIA,lose
09.03(토),두산,win
09.04(일),두산,-
09.06(화),키움,win
09.07(수),키움,win
09.08(목),롯데,lose
09.09(금),롯데,win
09.10(토),LG,lose
09.11(일),LG,win
09.13(화),NC,win
09.14(수),NC,lose
09.15(목),두산,win
09.16(금),두산,lose
09.17(토),KIA,win
09.18(일),KIA,win
09.20(화),키움,win
09.21(수),키움,lose
09.22(목),KT,lose
09.23(금),KT,win
09.25(일),KIA,lose
09.28(수),NC,lose
09.29(목),NC,win
09.30(금),두산,win
