날짜,상대팀,결과
08.02(화),두산,-
08.03(수),두산,lose
08.04(목),두산,win
08.05(금),SSG,win
08.06(토),SSG,lose
08.07(일),SSG,lose
08.10(수),KIA,win
08.11(목),KIA,-
08.12(금),KIA,win
08.13(토),KT,lose
08.14(일),KT,lose
08.16(화),LG,lose
08.17(수),LG,lose
08.18(목),한화,win
08.19(금),한화,win
08.20(토),NC,-
08.21(일),NC,lose
08.23(화),SSG,lose
08.24(수),SSG,lose
08.25(목),롯데,win
08.26(금),롯데,lose
08.27(토),한화,win
08.28(일),한화,win
08.30(화),SSG,-
08.31(수),SSG,win
