날짜,상대팀,결과
07.01(금),NC,-
07.02(토),NC,lose
07.03(일),NC,lose
07.05(화),LG,lose
07.06(수),LG,lose
07.07(목),LG,lose
07.08(금),SSG,lose
07.09(토),SSG,lose
07.10(일),SSG,lose
07.12(화),KT,lose
07.13(수),KT,-
07.14(목),KT,lose
07.22(금),키움,lose
07.23(토),키움,lose
07.24(일),키움,win
07.26(화),한화,lose
07.27(수),한화,win
07.28(목),한화,draw
07.29(금),롯데,win
07.30(토),롯데,lose
07.31(일),롯데,draw
