날짜,상대팀,결과
04.02(토),KT,lose
04.03(일),KT,win
04.05(화),두산,win
04.06(수),두산,win
04.07(목),두산,lose
04.08(금),키움,lose
04.09(토),키움,lose
04.10(일),키움,lose
04.12(화),한화,win
04.13(수),한화,win
04.14(목),한화,win
04.15(금),SSG,lose
04.16(토),SSG,lose
04.17(일),SSG,lose
04.19(화),NC,lose
04.20(수),NC,lose
04.21(목),NC,win
04.22(금),롯데,lose
04.23(토),롯데,lose
04.24(일),롯데,lose
04.26(화),LG,win
04.27(수),LG,lose
04.28(목),LG,lose
04.29(금),KIA,win
04.30(토),KIA,win
