날짜,상대팀,결과
07.02(일),KIA,draw
07.05(수),SK,win
07.06(목),SK,win
07.07(금),한화,lose
07.11(화),SK,win
07.13(목),SK,win
07.14(금),롯데,win
07.15(토),롯데,win
07.16(일),롯데,lose
07.18(화),삼성,lose
07.20(목),삼성,lose
07.25(화),KIA,lose
07.27(목),KIA,lose
07.30(일),현대,lose
