날짜,상대팀,결과
04.08(토),롯데,lose
04.09(일),롯데,win
04.11(화),현대,win
04.12(수),현대,win
04.13(목),현대,lose
04.14(금),두산,win
04.15(토),두산,draw
04.16(일),두산,lose
04.18(화),한화,lose
04.20(목),한화,win
04.21(금),SK,lose
04.22(토),SK,win
04.25(화),LG,lose
04.26(수),LG,win
04.27(목),LG,win
04.28(금),KIA,win
04.29(토),KIA,lose
04.30(일),KIA,win
