날짜,상대팀,결과
06.01(목),롯데,win
06.02(금),KIA,win
06.03(토),KIA,draw
06.04(일),KIA,lose
06.06(화),LG,win
06.07(수),LG,lose
06.08(목),LG,lose
06.09(금),현대,win
06.10(토),현대,win
06.11(일),현대,lose
06.13(화),한화,win
06.15(목),한화,win
06.16(금),SK,win
06.17(토),SK,win
06.18(일),SK,win
06.20(화),롯데,lose
06.21(수),롯데,win
06.23(금),LG,win
06.24(토),LG,win
06.27(화),두산,win
06.28(수),두산,lose
