날짜,상대팀,결과
04.04(토),LG,win
04.05(일),LG,win
04.07(화),히어로즈,lose
04.08(수),히어로즈,lose
04.09(목),히어로즈,lose
04.10(금),KIA,win
04.11(토),KIA,win
04.12(일),KIA,lose
04.14(화),한화,lose
04.16(목),한화,win
04.17(금),두산,lose
04.18(토),두산,win
04.19(일),두산,win
04.21(화),LG,win
04.22(수),LG,lose
04.23(목),LG,win
04.24(금),KIA,win
04.25(토),KIA,lose
04.26(일),KIA,lose
04.28(화),히어로즈,win
04.29(수),히어로즈,lose
04.30(목),히어로즈,lose
