날짜,상대팀,결과
08.01(토),KIA,lose
08.02(일),KIA,lose
08.04(화),삼성,lose
08.05(수),삼성,lose
08.06(목),삼성,lose
08.07(금),롯데,lose
08.08(토),롯데,lose
08.09(일),롯데,win
08.12(수),히어로즈,win
08.13(목),히어로즈,lose
08.14(금),삼성,win
08.15(토),삼성,lose
08.16(일),삼성,win
08.18(화),한화,win
08.19(수),한화,lose
08.21(금),두산,win
08.22(토),두산,lose
08.23(일),두산,lose
08.25(화),삼성,win
08.26(수),삼성,lose
08.27(목),삼성,lose
08.28(금),삼성,win
08.29(토),삼성,win
08.30(일),삼성,win
