날짜,상대팀,결과
07.01(수),삼성,lose
07.02(목),삼성,win
07.03(금),삼성,lose
07.05(일),삼성,lose
07.08(수),롯데,win
07.09(목),롯데,win
07.10(금),SK,win
07.11(토),SK,win
07.14(화),삼성,win
07.15(수),삼성,lose
07.16(목),삼성,win
07.18(토),삼성,lose
07.19(일),삼성,lose
07.21(화),히어로즈,win
07.22(수),히어로즈,lose
07.23(목),히어로즈,win
07.28(화),LG,lose
07.29(수),LG,lose
07.30(목),LG,win
07.31(금),KIA,lose
