날짜,상대팀,결과
05.01(금),두산,win
05.02(토),두산,win
05.03(일),두산,-
05.05(화),넥센,lose
05.06(수),넥센,win
05.07(목),넥센,win
05.08(금),SK,lose
05.09(토),SK,win
05.10(일),SK,lose
05.12(화),한화,lose
05.13(수),한화,win
05.14(목),한화,lose
05.15(금),NC,lose
05.16(토),NC,win
05.17(일),NC,lose
05.19(화),두산,-
05.20(수),두산,win
05.21(목),두산,win
05.22(금),KIA,win
05.23(토),KIA,lose
05.24(일),KIA,lose
05.26(화),넥센,win
05.27(수),넥센,lose
05.28(목),넥센,lose
05.29(금),LG,win
05.30(토),LG,win
05.31(일),LG,win
