날짜,상대팀,결과
05.01(일),한화,lose
05.03(화),롯데,lose
05.04(수),롯데,lose
05.05(목),롯데,win
05.06(금),LG,lose
05.07(토),LG,win
05.08(일),LG,lose
05.10(화),SK,win
05.11(수),SK,-
05.12(목),SK,lose
05.13(금),한화,lose
05.14(토),한화,win
05.15(일),한화,lose
05.17(화),넥센,win
05.18(수),넥센,win
05.19(목),넥센,win
05.20(금),두산,win
05.21(토),두산,draw
05.22(일),두산,win
05.24(화),롯데,lose
05.25(수),롯데,draw
05.26(목),롯데,-
05.27(금),SK,win
05.28(토),SK,win
05.29(일),SK,lose
05.31(화),한화,win
