날짜,상대팀,결과
08.02(화),넥센,win
08.03(수),넥센,win
08.04(목),넥센,win
08.05(금),롯데,win
08.06(토),롯데,lose
08.07(일),롯데,win
08.09(화),한화,-
08.10(수),한화,win
08.11(목),한화,lose
08.12(금),KIA,win
08.13(토),KIA,lose
08.14(일),KIA,win
08.16(화),SK,-
08.17(수),SK,win
08.18(목),SK,win
08.19(금),LG,-
08.20(토),LG,lose
08.21(일),LG,lose
08.23(화),한화,lose
08.24(수),한화,lose
08.25(목),한화,win
08.26(금),두산,win
08.27(토),두산,win
08.28(일),두산,lose
08.30(화),롯데,win
08.31(수),롯데,lose
