날짜,상대팀,결과
07.01(금),롯데,win
07.02(토),롯데,lose
07.03(일),롯데,-
07.05(화),SK,win
07.06(수),SK,win
07.07(목),SK,-
07.08(금),두산,lose
07.09(토),두산,-
07.10(일),두산,-
07.12(화),넥센,win
07.13(수),넥센,-
07.14(목),넥센,-
07.15(금),KIA,lose
07.16(토),KIA,win
07.17(일),KIA,lose
07.19(화),SK,win
07.20(수),SK,lose
07.21(목),SK,lose
07.26(화),KIA,win
07.27(수),KIA,win
07.28(목),KIA,win
07.29(금),LG,win
07.30(토),LG,lose
07.31(일),LG,-
