날짜,상대팀,결과
06.01(수),한화,lose
06.02(목),한화,lose
06.03(금),두산,lose
06.04(토),두산,win
06.05(일),두산,win
06.07(화),롯데,win
06.08(수),롯데,win
06.09(목),롯데,lose
06.10(금),넥센,win
06.11(토),넥센,win
06.12(일),넥센,win
06.14(화),LG,win
06.15(수),LG,win
06.16(목),LG,win
06.17(금),KIA,lose
06.18(토),KIA,lose
06.19(일),KIA,win
06.21(화),한화,win
06.22(수),한화,win
06.23(목),한화,win
06.24(금),넥센,lose
06.25(토),넥센,-
06.26(일),넥센,-
06.28(화),LG,win
06.29(수),LG,-
06.30(목),LG,-
