날짜,상대팀,결과
07.01(화),롯데,win
07.03(목),롯데,lose
07.04(금),KIA,lose
07.05(토),KIA,lose
07.06(일),KIA,lose
07.08(화),SK,win
07.09(수),SK,lose
07.10(목),SK,win
07.11(금),LG,lose
07.12(토),LG,lose
07.13(일),LG,lose
07.15(화),우리,lose
07.16(수),우리,win
07.17(목),우리,win
07.18(금),한화,win
07.19(토),한화,win
07.20(일),한화,win
07.22(화),KIA,lose
07.23(수),KIA,win
07.24(목),KIA,win
07.27(일),두산,win
07.29(화),SK,win
07.31(목),SK,win
