날짜,상대팀,결과
05.01(일),한화,lose
05.03(화),넥센,lose
05.04(수),넥센,lose
05.05(목),넥센,win
05.06(금),SK,win
05.07(토),SK,lose
05.08(일),SK,win
05.10(화),LG,win
05.11(수),LG,lose
05.12(목),LG,win
05.13(금),롯데,lose
05.14(토),롯데,win
05.15(일),롯데,lose
05.17(화),한화,win
05.18(수),한화,win
05.19(목),한화,lose
05.20(금),NC,win
05.21(토),NC,lose
05.22(일),NC,lose
05.24(화),KIA,lose
05.25(수),KIA,win
05.26(목),KIA,lose
05.27(금),SK,lose
05.28(토),SK,win
05.29(일),SK,win
05.31(화),넥센,win
