날짜,상대팀,결과
09.01(목),KIA,lose
09.02(금),KIA,-
09.03(토),두산,win
09.04(일),두산,lose
09.06(화),KT,win
09.07(수),KT,lose
09.08(목),롯데,lose
09.09(금),롯데,win
09.10(토),NC,win
09.11(일),NC,win
09.13(화),한화,lose
09.14(수),한화,win
09.15(목),SK,win
09.16(금),SK,win
09.17(토),LG,lose
09.18(일),LG,lose
09.20(화),두산,lose
09.21(수),롯데,lose
09.23(금),두산,win
09.24(토),넥센,win
09.25(일),넥센,win
09.27(화),NC,win
09.28(수),NC,-
09.29(목),NC,lose
-,NC,lose
09.30(금),KIA,-
