날짜,상대팀,결과
04.01(금),두산,lose
04.02(토),두산,win
04.03(일),두산,-
04.05(화),KT,lose
04.06(수),KT,win
04.07(목),KT,win
04.08(금),롯데,win
04.09(토),롯데,lose
04.10(일),롯데,lose
04.12(화),NC,win
04.13(수),NC,lose
04.14(목),NC,win
04.15(금),두산,lose
04.16(토),두산,-
04.17(일),두산,lose
04.19(화),KIA,lose
04.20(수),KIA,win
04.21(목),KIA,win
04.22(금),KT,lose
04.23(토),KT,lose
04.24(일),KT,win
04.26(화),LG,lose
04.27(수),LG,-
04.28(목),LG,win
04.29(금),한화,lose
04.30(토),한화,win
