날짜,상대팀,결과
05.01(토),한화,win
05.02(일),한화,win
05.04(화),롯데,lose
05.05(수),롯데,win
05.06(목),롯데,lose
05.07(금),SK,win
05.08(토),SK,lose
05.09(일),SK,win
05.11(화),두산,win
05.12(수),두산,lose
05.13(목),두산,lose
05.14(금),넥센,lose
05.15(토),넥센,win
05.16(일),넥센,lose
05.18(화),LG,-
05.19(수),LG,lose
05.20(목),LG,lose
05.21(금),롯데,win
05.22(토),롯데,-
05.23(일),롯데,-
05.25(화),SK,win
05.26(수),SK,win
05.27(목),SK,win
05.28(금),두산,lose
05.29(토),두산,win
05.30(일),두산,win
