날짜,상대팀,결과
08.01(일),넥센,lose
08.03(화),SK,lose
08.04(수),SK,win
08.05(목),SK,lose
08.06(금),LG,lose
08.07(토),LG,win
08.08(일),LG,win
08.10(화),롯데,-
08.11(수),롯데,lose
08.12(목),롯데,win
08.13(금),한화,win
08.14(토),한화,win
08.15(일),한화,win
08.17(화),두산,win
08.18(수),두산,lose
08.19(목),두산,lose
08.20(금),KIA,win
08.21(토),KIA,win
08.22(일),KIA,win
08.26(목),두산,win
08.27(금),LG,-
08.28(토),LG,win
08.29(일),LG,-
08.31(화),KIA,lose
