날짜,상대팀,결과
07.01(목),롯데,win
07.02(금),KIA,-
07.03(토),KIA,win
07.04(일),KIA,win
07.06(화),SK,win
07.07(수),SK,win
07.08(목),SK,lose
07.09(금),넥센,win
07.10(토),넥센,win
07.11(일),넥센,win
07.13(화),두산,win
07.14(수),두산,lose
07.15(목),두산,win
07.16(금),LG,-
07.17(토),LG,win
07.18(일),LG,win
07.20(화),KIA,win
07.21(수),KIA,lose
07.22(목),KIA,win
07.27(화),한화,-
07.28(수),한화,win
07.29(목),한화,win
07.30(금),넥센,win
07.31(토),넥센,win
