날짜,상대팀,결과
08.01(수),두산,win
08.04(토),현대,lose
08.05(일),현대,win
08.09(목),LG,win
08.10(금),SK,win
08.11(토),SK,win
08.12(일),SK,lose
08.14(화),두산,win
08.16(목),두산,lose
08.17(금),한화,win
08.18(토),한화,win
08.19(일),한화,win
08.21(화),KIA,win
08.22(수),KIA,win
08.25(토),SK,win
08.26(일),SK,lose
08.28(화),롯데,lose
08.29(수),롯데,lose
