날짜,상대팀,결과
06.01(금),롯데,win
06.02(토),롯데,win
06.03(일),롯데,lose
06.05(화),두산,win
06.06(수),두산,win
06.07(목),두산,win
06.08(금),SK,win
06.09(토),SK,win
06.10(일),SK,win
06.12(화),LG,win
06.14(목),LG,win
06.15(금),KIA,win
06.16(토),KIA,win
06.17(일),KIA,lose
06.20(수),한화,lose
-,한화,win
06.21(목),한화,lose
06.22(금),현대,win
06.23(토),현대,win
06.25(월),현대,lose
06.26(화),한화,win
06.27(수),한화,win
06.28(목),한화,win
06.30(토),LG,lose
-,LG,win
