날짜,상대팀,결과
07.01(토),SK,win
07.02(일),SK,lose
07.04(화),롯데,win
07.05(수),롯데,win
07.06(목),롯데,lose
07.07(금),넥센,lose
07.08(토),넥센,lose
07.09(일),넥센,win
07.11(화),KT,win
07.12(수),KT,win
07.13(목),KT,lose
07.18(화),롯데,lose
07.19(수),롯데,win
07.20(목),롯데,draw
07.21(금),LG,lose
07.22(토),LG,-
07.23(일),LG,win
07.25(화),NC,win
07.26(수),NC,win
07.27(목),NC,lose
07.28(금),넥센,win
07.29(토),넥센,lose
07.30(일),넥센,lose
