날짜,상대팀,결과
09.01(금),SK,lose
09.02(토),두산,win
09.03(일),두산,lose
09.05(화),NC,win
09.06(수),NC,-
09.07(목),롯데,win
09.08(금),롯데,lose
09.09(토),KIA,lose
09.10(일),KIA,win
09.12(화),한화,lose
09.13(수),한화,win
09.14(목),NC,draw
09.15(금),NC,win
09.16(토),두산,lose
09.17(일),두산,lose
09.21(목),LG,win
09.22(금),LG,lose
09.23(토),한화,lose
09.27(수),NC,lose
09.30(토),LG,lose
