날짜,상대팀,결과
07.01(화),두산,lose
07.02(수),두산,win
07.03(목),두산,win
07.05(토),삼성,lose
07.11(금),한화,lose
07.12(토),한화,lose
07.19(토),삼성,lose
07.23(수),삼성,lose
07.24(목),삼성,lose
07.25(금),SK,win
07.26(토),SK,lose
07.29(화),삼성,lose
07.30(수),삼성,lose
07.31(목),삼성,lose
