날짜,상대팀,결과
09.03(수),KIA,lose
-,KIA,lose
09.04(목),KIA,win
09.05(금),현대,win
09.06(토),현대,win
09.08(월),현대,win
09.09(화),한화,lose
09.10(수),한화,win
09.11(목),한화,win
09.13(토),SK,lose
09.14(일),SK,lose
09.16(화),두산,lose
09.17(수),두산,lose
09.18(목),두산,win
09.19(금),한화,draw
09.20(토),LG,win
09.21(일),LG,win
09.23(화),KIA,lose
09.24(수),KIA,draw
-,KIA,win
09.25(목),KIA,lose
09.27(토),롯데,win
09.28(일),SK,lose
09.29(월),LG,win
09.30(화),LG,lose
