날짜,상대팀,결과
05.01(목),삼성,lose
05.03(토),삼성,lose
05.04(일),삼성,win
05.05(월),삼성,lose
05.06(화),KIA,lose
05.09(금),두산,win
05.10(토),두산,win
05.11(일),두산,win
05.13(화),삼성,win
05.15(목),삼성,lose
-,삼성,lose
05.16(금),삼성,win
05.17(토),삼성,win
05.18(일),삼성,lose
05.20(화),한화,draw
05.21(수),한화,lose
05.22(목),한화,win
05.23(금),KIA,lose
05.24(토),KIA,lose
05.27(화),삼성,lose
05.28(수),삼성,win
05.29(목),삼성,lose
05.30(금),SK,lose
05.31(토),SK,win
-,SK,lose
