날짜,상대팀,결과
06.01(일),SK,lose
06.03(화),KIA,win
06.04(수),KIA,lose
-,KIA,win
06.05(목),KIA,lose
06.06(금),한화,win
06.07(토),한화,lose
06.08(일),한화,lose
06.10(화),롯데,win
06.11(수),롯데,win
06.13(금),현대,win
06.14(토),현대,win
06.15(일),현대,win
06.17(화),LG,win
06.18(수),LG,win
06.19(목),LG,lose
06.20(금),SK,lose
06.21(토),SK,win
06.22(일),SK,win
06.24(화),롯데,win
06.25(수),롯데,win
06.26(목),롯데,win
06.28(토),현대,win
