,상대팀,결과
1722,한화,lose
1723,두산,lose
1724,두산,win
1725,두산,win
1726,롯데,win
1727,롯데,win
1728,롯데,lose
1729,넥센,win
1730,넥센,win
1731,넥센,win
1732,LG,win
1733,LG,win
1734,LG,win
1735,KIA,lose
1736,KIA,lose
1737,KIA,win
1738,한화,win
1739,한화,win
1740,한화,win
1741,넥센,lose
1744,LG,win
1747,롯데,win
1748,롯데,lose
1750,SK,win
1751,SK,win
1753,두산,lose
1756,넥센,win
1759,KIA,lose
1760,KIA,win
1761,KIA,lose
1762,SK,win
1763,SK,lose
1764,SK,lose
1765,KIA,win
1766,KIA,win
1767,KIA,win
1768,LG,win
1769,LG,lose
1771,넥센,win
1772,넥센,win
1773,넥센,win
1774,롯데,win
1775,롯데,lose
1776,롯데,win
1778,한화,win
1779,한화,lose
1780,KIA,win
1781,KIA,lose
1782,KIA,win
1784,SK,win
1785,SK,win
1787,LG,lose
1788,LG,lose
1789,한화,lose
1790,한화,lose
1791,한화,win
1792,두산,win
1793,두산,win
1794,두산,lose
1795,롯데,win
1796,롯데,lose
1797,한화,lose
1798,한화,win
1799,KIA,win
1800,LG,win
1801,LG,win
1802,롯데,lose
1803,롯데,win
1804,넥센,win
1805,넥센,lose
1806,두산,win
1807,두산,lose
1808,KIA,win
1809,넥센,win
1810,넥센,win
1811,넥센,win
1812,두산,win
1813,두산,win
1814,SK,draw
1815,SK,lose
1816,SK,win
1817,SK,lose
1818,LG,lose
1819,LG,draw
1820,LG,win
1821,LG,lose
1822,LG,lose
1824,KIA,lose
1825,KIA,win
1826,넥센,win
1827,넥센,win
1828,넥센,lose
1829,두산,lose
1830,두산,lose
1831,두산,lose
1832,한화,win
1834,한화,win
1835,롯데,lose
1837,롯데,win
1838,SK,lose
1839,SK,lose
1840,SK,win
1841,LG,lose
1842,LG,lose
1844,KIA,lose
1845,KIA,win
1846,넥센,win
1847,넥센,win
1848,넥센,lose
1849,두산,lose
1850,두산,lose
1851,두산,lose
1852,한화,win
1854,한화,win
1855,롯데,lose
1857,롯데,win
1858,SK,lose
1859,SK,lose
1860,SK,win
1862,두산,lose
1863,두산,win
1864,한화,lose
1865,한화,win
1866,한화,lose
1867,롯데,win
1868,롯데,win
1869,롯데,draw
1870,LG,win
1871,LG,lose
1872,LG,win
1873,KIA,win
1874,KIA,lose
1875,KIA,win
1876,넥센,lose
1877,넥센,lose
1878,넥센,lose
1879,롯데,win
1880,롯데,lose
1881,롯데,win
1882,SK,win
1883,SK,lose
1884,SK,lose
1885,한화,win
1886,한화,win
1887,한화,win
1888,두산,lose
1889,두산,win
1890,두산,lose
1891,KIA,win
1892,KIA,win
1893,KIA,lose
1894,SK,lose
1895,SK,win
1896,SK,lose
1897,한화,win
1898,한화,win
1899,한화,win
1900,두산,lose
1901,두산,win
1902,두산,lose
1903,KIA,win
1904,KIA,draw
1905,KIA,win
1906,넥센,win
1907,넥센,win
1908,넥센,lose
1909,SK,win
1910,SK,lose
1911,SK,win
1912,넥센,win
1914,넥센,win
1915,LG,win
1916,LG,win
1919,롯데,lose
1920,롯데,win
1921,LG,win
1923,LG,win
1926,KIA,win
1928,한화,win
1929,한화,win
1930,SK,lose
1931,SK,win
1932,SK,win
1933,넥센,win
1934,넥센,win
1935,넥센,win
1936,두산,lose
1937,두산,lose
1938,두산,lose
1939,롯데,lose
1940,롯데,win
1941,롯데,lose
1942,SK,lose
1943,SK,win
1944,SK,lose
1945,LG,lose
1946,LG,win
1947,LG,win
1948,한화,win
1949,한화,lose
1951,두산,win
1952,두산,win
1953,두산,win
1954,롯데,lose
1957,LG,win
1958,LG,win
1959,LG,win
1961,KIA,win
1963,넥센,lose
1964,넥센,win
1965,넥센,win
1966,LG,lose
1967,LG,win
1968,두산,lose
1970,넥센,win
1971,한화,lose
1972,한화,lose
1974,롯데,win
1977,한화,win
1978,한화,lose
1979,KIA,win
1980,KIA,win
1981,롯데,win
1982,롯데,win
1983,KIA,lose
1984,KIA,lose
1985,롯데,win
1986,롯데,win
1987,넥센,win
1988,LG,win
1989,LG,win
1990,두산,win
1991,SK,win
1992,KIA,lose
1993,KIA,win
1994,두산,lose
1995,두산,lose
1996,두산,lose
1997,두산,lose
1998,NC,win
2000,NC,win
2001,한화,win
2002,한화,win
2003,한화,win
2004,넥센,lose
2005,넥센,win
2006,넥센,win
2007,SK,lose
2008,SK,win
2009,SK,lose
2010,롯데,lose
2012,롯데,win
2014,LG,win
2015,LG,win
2016,KIA,win
2017,KIA,lose
2018,KIA,win
2019,넥센,lose
2020,넥센,lose
2021,넥센,lose
2022,롯데,win
2023,롯데,win
2024,롯데,win
2025,KIA,win
2026,KIA,win
2027,KIA,win
2028,두산,win
2029,두산,win
2030,두산,lose
2031,NC,win
2032,NC,win
2033,NC,win
2034,LG,win
2035,LG,lose
2036,LG,lose
2037,한화,win
2038,한화,win
2039,한화,lose
2042,SK,win
2043,롯데,lose
2044,롯데,lose
2045,롯데,win
2046,넥센,lose
2047,넥센,draw
2048,넥센,lose
2049,두산,win
2050,두산,win
2051,두산,win
2052,NC,win
2053,NC,lose
2054,NC,draw
2056,SK,lose
2057,SK,win
2058,LG,lose
2059,LG,win
2060,LG,lose
2062,한화,lose
2064,KIA,win
2065,KIA,win
2066,KIA,win
2067,롯데,win
2068,롯데,lose
2070,두산,lose
2071,두산,lose
2072,두산,win
2073,SK,lose
2074,SK,win
2075,SK,lose
2076,한화,win
2077,한화,win
2079,NC,win
2080,NC,win
2081,NC,win
2082,넥센,win
2083,넥센,win
2084,넥센,lose
2085,KIA,win
2086,KIA,win
2087,KIA,win
2088,LG,lose
2089,LG,win
2090,LG,lose
2091,한화,win
2092,한화,lose
2093,KIA,win
2094,KIA,lose
2095,LG,lose
2096,LG,win
2097,NC,lose
2098,NC,lose
2099,넥센,win
2100,넥센,lose
2101,SK,lose
2102,SK,win
2103,두산,win
2104,두산,lose
2106,롯데,win
2107,NC,win
2108,NC,lose
2109,SK,lose
2110,SK,win
2112,두산,lose
2113,KIA,lose
2114,KIA,lose
2115,LG,win
2116,LG,lose
2118,넥센,win
2119,롯데,lose
2120,롯데,win
2121,한화,lose
2122,한화,win
2123,두산,win
2124,NC,win
2125,두산,win
2126,넥센,win
2127,한화,win
2128,SK,win
2129,SK,win
2130,SK,lose
2131,롯데,lose
2132,LG,lose
2133,한화,win
2134,한화,win
2135,롯데,win
2136,롯데,lose
2137,KIA,lose
2138,KIA,win
2139,KIA,lose
2140,KIA,win
2141,한화,win
2142,한화,lose
2144,롯데,lose
2145,롯데,lose
2146,롯데,win
2147,SK,lose
2148,SK,lose
2149,SK,win
2150,두산,lose
2151,두산,lose
2153,NC,win
2154,NC,lose
2155,NC,win
2156,LG,win
2157,LG,win
2158,LG,win
2159,넥센,win
2160,넥센,lose
2161,넥센,win
2162,NC,lose
2163,NC,win
2164,NC,win
2165,SK,win
2166,SK,win
2167,SK,win
2168,두산,win
2169,두산,lose
2170,두산,lose
2171,한화,win
2172,한화,win
2173,한화,draw
2174,KIA,win
2175,KIA,win
2176,KIA,win
2177,롯데,win
2178,롯데,win
2179,롯데,win
2180,넥센,win
2181,넥센,win
2182,넥센,win
2183,LG,lose
2184,LG,win
2185,LG,win
2186,KIA,win
2187,KIA,win
2188,KIA,lose
2189,한화,lose
2190,한화,win
2191,한화,win
2192,넥센,draw
2194,넥센,lose
2195,두산,lose
2196,두산,win
2197,두산,win
2198,SK,win
2199,SK,win
2200,SK,win
2201,NC,win
2203,NC,win
2205,넥센,lose
2206,넥센,win
2207,넥센,lose
2208,한화,lose
2209,한화,win
2210,한화,win
2211,두산,lose
2212,두산,win
2213,두산,win
2214,롯데,win
2215,롯데,win
2216,롯데,lose
2217,SK,win
2218,SK,lose
2219,SK,lose
2220,LG,lose
2221,LG,lose
2222,롯데,win
2223,롯데,win
2224,롯데,win
2225,NC,win
2226,NC,win
2227,NC,win
2228,LG,lose
2229,LG,win
2230,LG,win
2231,KIA,win
2235,한화,win
2236,한화,lose
2238,롯데,win
2239,넥센,win
2241,넥센,win
2242,SK,win
2243,SK,lose
2244,LG,win
2249,두산,win
2250,두산,lose
2251,SK,win
2252,SK,lose
2253,롯데,win
2254,롯데,lose
2255,두산,lose
2256,두산,lose
2257,넥센,lose
2258,넥센,lose
2259,NC,draw
2261,한화,win
2262,한화,win
2263,NC,lose
2264,NC,win
2265,KIA,win
2266,KIA,win
2267,LG,lose
2268,LG,lose
2269,롯데,win
2270,KIA,win
2271,KIA,win
2272,두산,lose
2273,LG,lose
2274,넥센,lose
2275,NC,lose
2276,KIA,lose
2277,KIA,win
2278,한화,win
2279,NC,lose
2280,LG,win
2281,KIA,lose
2282,SK,win
2283,SK,lose
2284,KT,win
2285,SK,win
2286,SK,lose
2287,KT,win
2288,KT,win
2290,LG,win
2291,LG,lose
2292,LG,lose
2293,롯데,win
2294,롯데,win
2295,롯데,win
2296,KIA,win
2297,KIA,win
2298,KIA,lose
2299,한화,lose
2300,한화,win
2302,KT,win
2303,KT,win
2305,NC,win
2306,NC,win
2307,NC,win
2308,롯데,lose
2309,롯데,lose
2310,롯데,lose
2311,LG,lose
2312,LG,win
2313,LG,win
2314,두산,win
2315,두산,win
2317,넥센,lose
2318,넥센,win
2319,넥센,win
2320,SK,lose
2321,SK,win
2322,SK,lose
2323,한화,lose
2324,한화,win
2325,한화,lose
2326,NC,lose
2327,NC,win
2328,NC,lose
2330,두산,win
2331,두산,win
2332,KIA,win
2333,KIA,lose
2334,KIA,lose
2335,넥센,win
2336,넥센,lose
2337,넥센,lose
2338,LG,win
2339,LG,win
2340,LG,win
2341,롯데,win
2342,롯데,win
2343,롯데,win
2344,NC,win
2345,NC,lose
2346,NC,lose
2347,한화,lose
2348,한화,lose
2349,한화,lose
2350,KIA,win
2351,KIA,lose
2353,두산,lose
2354,두산,win
2355,두산,lose
2356,SK,win
2358,SK,win
2359,롯데,win
2360,롯데,lose
2362,KT,win
2363,KT,win
2364,KT,lose
2366,넥센,win
2367,넥센,lose
2368,LG,win
2369,LG,win
2370,LG,win
2373,SK,win
2374,KT,lose
2375,KT,lose
2377,넥센,lose
2378,넥센,win
2379,넥센,win
2380,KIA,lose
2381,KIA,win
2382,KIA,lose
2383,한화,win
2384,한화,lose
2385,한화,win
2386,NC,win
2387,NC,win
2388,NC,win
2389,두산,win
2390,두산,win
2391,두산,lose
2392,KT,win
2393,KT,win
2394,SK,win
2395,SK,win
2397,넥센,win
2398,넥센,lose
2399,LG,lose
2400,LG,win
2401,KIA,win
2402,KIA,lose
2403,한화,win
2404,한화,win
2405,두산,win
2406,두산,win
2408,NC,lose
2409,롯데,win
2410,롯데,lose
2412,한화,lose
2413,두산,win
2414,두산,lose
2415,LG,lose
2416,LG,win
2417,NC,win
2418,NC,win
2419,SK,win
2420,SK,lose
2421,KIA,lose
2422,KIA,win
2423,KT,win
2424,KT,win
2425,롯데,lose
2426,롯데,win
2427,넥센,lose
2428,넥센,win
2429,SK,lose
2430,SK,lose
2431,SK,win
2432,두산,win
2433,롯데,win
2434,NC,win
2435,KT,win
2436,KT,win
2437,SK,lose
2438,두산,lose
2439,한화,lose
2440,한화,lose
2442,KT,win
2443,넥센,win
2444,KIA,win
2445,두산,lose
2446,두산,win
2448,KT,lose
2449,KT,win
2450,KT,win
2451,롯데,win
2452,롯데,lose
2453,롯데,lose
2454,NC,win
2455,NC,lose
2456,NC,win
2457,두산,lose
2459,두산,lose
2460,KIA,lose
2461,KIA,win
2462,KIA,win
2463,KT,lose
2464,KT,lose
2465,KT,win
2466,LG,lose
2468,LG,win
2469,한화,lose
2470,한화,win
2471,두산,lose
2472,두산,win
2474,KT,lose
2475,KT,win
2476,KT,win
2477,롯데,win
2478,롯데,lose
2479,롯데,lose
2480,NC,win
2481,NC,lose
2482,NC,win
2483,두산,lose
2485,두산,lose
2486,KIA,lose
2487,KIA,win
2488,KIA,win
2489,KT,lose
2490,KT,lose
2491,KT,win
2492,LG,lose
2494,LG,win
2495,한화,lose
2496,한화,win
2497,한화,lose
2498,넥센,lose
2499,넥센,lose
2500,넥센,win
2501,SK,win
2502,SK,lose
2503,SK,win
2504,LG,win
2505,LG,lose
2506,LG,win
2507,롯데,lose
2508,롯데,win
2509,롯데,lose
2510,한화,win
2511,한화,win
2512,한화,lose
2513,NC,win
2514,NC,lose
2515,NC,lose
2516,KIA,lose
2517,KIA,win
2518,KIA,lose
2519,SK,lose
2520,SK,win
2521,SK,win
2522,넥센,win
2523,넥센,lose
2524,넥센,win
2525,한화,lose
2526,한화,lose
2527,한화,lose
2528,LG,win
2529,LG,lose
2530,LG,lose
2531,KIA,lose
2532,KIA,win
2533,KIA,win
2534,SK,lose
2535,SK,lose
2536,SK,lose
2537,두산,win
2538,두산,lose
2539,두산,lose
2540,넥센,lose
2541,넥센,lose
2542,넥센,win
2543,KT,lose
2544,KT,lose
2545,KT,win
2546,롯데,lose
2547,롯데,lose
2548,롯데,lose
2552,LG,win
2554,LG,win
2555,한화,lose
2556,한화,draw
2557,한화,lose
2558,롯데,win
2559,롯데,lose
2560,롯데,lose
2561,두산,lose
2562,두산,win
2563,두산,win
2564,KT,lose
2565,KT,win
2566,KT,lose
2567,NC,lose
2568,NC,win
2569,NC,lose
2570,넥센,win
2574,SK,lose
2575,SK,win
2576,KIA,win
2577,KIA,lose
2578,KIA,win
2579,한화,lose
2580,한화,win
2581,두산,lose
2582,두산,lose
2583,LG,win
2584,LG,win
2585,NC,win
2586,NC,lose
2587,KT,win
2588,KT,win
2589,넥센,lose
2590,넥센,lose
2591,SK,win
2592,SK,lose
2593,KIA,lose
2595,롯데,win
2597,넥센,win
2598,넥센,lose
2599,KIA,lose
2601,두산,win
2602,두산,lose
2603,KT,win
2604,KT,lose
2605,롯데,lose
2606,롯데,win
2607,NC,win
2608,NC,win
2609,한화,lose
2610,한화,win
2611,SK,win
2612,SK,win
2613,LG,lose
2614,LG,lose
2615,두산,lose
2616,롯데,lose
2617,두산,win
2618,넥센,win
2619,넥센,win
2620,NC,win
2622,NC,lose
2623,NC,lose
2625,LG,lose
2626,LG,win
2627,KIA,lose
2628,KIA,win
2629,SK,lose
2630,KIA,lose
2631,KIA,lose
2632,KIA,lose
2633,KIA,win
2634,LG,lose
2636,LG,lose
2637,KT,lose
2638,KT,lose
2639,KT,lose
2640,한화,lose
2641,한화,lose
2642,한화,win
2643,롯데,lose
2644,롯데,lose
2645,롯데,win
2646,두산,draw
2647,두산,lose
2648,두산,lose
2649,NC,draw
2650,NC,lose
2651,NC,lose
2652,KIA,lose
2653,KIA,lose
2654,KIA,lose
2655,SK,lose
2656,SK,win
2657,SK,lose
2658,두산,win
2659,두산,lose
2660,두산,lose
2661,NC,lose
2662,NC,win
2663,NC,lose
2665,LG,lose
2666,LG,lose
2667,넥센,win
2668,넥센,lose
2669,넥센,lose
2670,SK,win
2671,SK,win
2672,SK,lose
2673,한화,win
2674,한화,win
2675,한화,win
2676,KT,lose
2677,KT,lose
2678,KT,win
2679,넥센,lose
2680,넥센,lose
2681,넥센,win
2682,롯데,lose
2683,롯데,win
2684,롯데,win
2685,KIA,win
2686,KIA,win
2687,KIA,lose
2688,두산,win
2689,두산,lose
2690,두산,lose
2691,한화,win
2692,한화,lose
2693,한화,win
2694,KT,win
2695,KT,lose
2696,KT,win
2697,SK,lose
2698,SK,lose
2699,SK,win
2700,LG,lose
2701,LG,win
2702,LG,win
2703,한화,win
2704,한화,win
2705,한화,draw
2706,KIA,lose
2707,KIA,lose
2708,KIA,lose
2709,SK,lose
2710,SK,win
2711,SK,lose
2712,롯데,win
2713,롯데,win
2714,롯데,lose
2715,넥센,lose
2716,넥센,lose
2717,넥센,win
2718,KT,win
2719,KT,win
2720,KT,lose
2721,롯데,lose
2722,롯데,win
2723,롯데,draw
2724,LG,lose
2726,LG,win
2727,NC,win
2728,NC,win
2729,NC,lose
2730,넥센,win
2731,넥센,lose
2732,넥센,lose
2733,두산,lose
2734,두산,lose
2735,두산,lose
2736,NC,win
2737,NC,win
2738,NC,lose
2739,LG,lose
2740,LG,win
2742,한화,lose
2743,롯데,win
2744,롯데,lose
2746,넥센,lose
2747,KT,win
2748,KT,win
2749,LG,lose
2751,넥센,lose
2752,넥센,lose
2753,SK,lose
2754,SK,lose
2755,KT,win
2756,KT,lose
2757,KIA,lose
2758,KIA,lose
2759,SK,lose
2760,SK,lose
2761,두산,win
2762,두산,lose
2763,NC,win
2765,롯데,win
2766,롯데,lose
2767,KIA,lose
2768,KIA,win
2769,한화,lose
2770,한화,win
2771,NC,draw
2772,NC,win
2773,두산,lose
2774,두산,lose
2775,LG,win
2776,LG,lose
2777,한화,lose
2778,NC,lose
2779,LG,lose
2780,LG,win
2781,넥센,win
2782,두산,win
2783,두산,lose
2784,KIA,lose
2785,KIA,win
2786,KIA,lose
2787,넥센,lose
2788,넥센,lose
2789,두산,win
2790,두산,lose
2791,KIA,lose
2792,KIA,win
2793,KIA,lose
2794,넥센,lose
2795,넥센,lose
2796,넥센,win
2797,NC,lose
2798,NC,lose
2799,NC,win
2801,SK,lose
2802,SK,win
2803,두산,lose
2804,두산,lose
2805,두산,lose
2806,한화,win
2807,한화,lose
2808,한화,lose
2809,롯데,win
2810,롯데,lose
2811,롯데,win
2812,KT,lose
2813,KT,win
2814,KT,lose
2815,NC,win
2816,NC,lose
2817,NC,lose
2818,LG,lose
2819,LG,lose
2820,LG,win
2821,SK,lose
2822,SK,lose
2823,SK,win
2824,한화,lose
2825,한화,win
2827,KT,win
2828,KT,win
2829,KT,lose
2830,KIA,win
2832,KIA,lose
2833,LG,win
2834,LG,lose
2835,LG,lose
2836,넥센,win
2837,넥센,lose
2838,넥센,win
2839,롯데,win
2840,롯데,win
2841,롯데,win
2842,두산,win
2843,두산,lose
2844,두산,lose
2845,KT,lose
2846,KT,win
2847,KT,win
2848,NC,win
2849,NC,win
2850,NC,win
2851,SK,lose
2852,SK,lose
2853,SK,win
2854,LG,lose
2855,LG,lose
2856,LG,win
2857,롯데,win
2858,롯데,lose
2859,롯데,win
2860,넥센,lose
2861,넥센,lose
2862,넥센,lose
2863,SK,draw
2864,SK,win
2865,SK,lose
2866,두산,win
2867,두산,lose
2868,두산,lose
2869,한화,win
2870,한화,lose
2871,한화,lose
2872,넥센,lose
2874,넥센,lose
2876,KT,lose
2877,KT,draw
2878,두산,lose
2879,두산,lose
2880,두산,win
2881,롯데,win
2882,롯데,win
2883,롯데,win
2884,KIA,lose
2885,KIA,win
2886,KIA,win
2887,한화,lose
2888,한화,win
2889,한화,win
2890,LG,win
2891,LG,win
2892,LG,lose
2893,KIA,win
2894,KIA,win
2895,KIA,win
2896,NC,draw
2897,NC,lose
2898,NC,win
2899,롯데,lose
2900,롯데,win
2901,SK,win
2902,SK,lose
2903,LG,win
2904,LG,lose
2905,NC,lose
2906,NC,win
2907,넥센,lose
2908,넥센,lose
2909,한화,win
2910,NC,win
2911,NC,win
2912,두산,lose
2913,두산,lose
2914,KIA,lose
2915,KIA,win
2916,한화,lose
2917,한화,lose
2918,LG,lose
2919,LG,win
2920,KT,win
2921,KT,lose
2922,KIA,lose
2923,KIA,win
2924,넥센,lose
2925,넥센,win
2926,롯데,lose
2927,롯데,win
2928,한화,win
2929,한화,lose
2930,KT,win
2931,KT,draw
2932,SK,win
2933,SK,lose
2934,KIA,win
2935,KT,lose
2936,SK,win
2937,넥센,win
2938,NC,lose
2939,NC,win
2940,롯데,lose
2941,롯데,win
2942,롯데,win
2943,두산,lose
2944,두산,lose
2945,두산,lose
2946,NC,lose
2947,NC,win
2948,롯데,lose
2949,롯데,win
2950,롯데,win
2951,두산,lose
2952,두산,lose
2953,두산,lose
2954,KIA,lose
2955,KIA,win
2956,KIA,win
2957,SK,lose
2958,SK,lose
2959,SK,lose
2961,LG,win
2962,LG,lose
2963,KT,win
2964,KT,lose
2965,KT,win
2966,키움,lose
2967,키움,lose
2968,키움,win
2969,한화,lose
2970,한화,lose
2971,한화,win
2973,SK,lose
2974,SK,lose
2976,LG,lose
2977,LG,lose
2978,KIA,lose
2979,KIA,win
2980,KIA,lose
2981,키움,lose
2982,키움,win
2983,키움,lose
2984,NC,win
2985,NC,win
2986,NC,win
2987,롯데,lose
2988,롯데,win
2989,롯데,lose
2990,두산,win
2991,두산,lose
2992,두산,lose
2993,KT,win
2994,KT,lose
2996,한화,win
2997,한화,win
2998,한화,win
2999,키움,lose
3000,키움,win
3001,키움,win
3002,두산,lose
3003,두산,lose
3004,두산,win
3005,롯데,lose
3006,롯데,lose
3007,롯데,win
3008,NC,win
3009,NC,win
3010,NC,win
3011,SK,lose
3012,SK,lose
3013,SK,win
3014,KIA,lose
3015,KIA,lose
3016,KIA,lose
3017,KT,win
3018,KT,lose
3019,KT,lose
3020,LG,win
3021,LG,lose
3022,LG,lose
3023,한화,win
3024,한화,lose
3025,한화,win
3026,두산,win
3028,두산,lose
3029,SK,win
3031,SK,lose
3032,KT,lose
3033,KT,lose
3034,KT,lose
3035,NC,lose
3036,NC,draw
3037,NC,win
3038,KIA,win
3040,KIA,win
3041,LG,win
3042,LG,lose
3043,LG,lose
3044,키움,lose
3045,키움,lose
3046,키움,lose
3047,한화,win
3048,한화,win
3049,한화,win
3050,롯데,win
3051,롯데,lose
3052,롯데,lose
3053,LG,lose
3054,LG,win
3056,NC,lose
3057,롯데,lose
3058,롯데,lose
3059,KIA,lose
3060,KIA,win
3061,SK,lose
3064,KT,lose
3065,LG,win
3066,LG,lose
3067,한화,win
3069,두산,lose
3070,두산,lose
3071,키움,win
3072,키움,lose
3073,KIA,win
3074,KIA,lose
3075,SK,win
3076,SK,lose
3077,두산,lose
3078,두산,lose
3079,롯데,win
3080,롯데,win
3081,키움,win
3082,키움,lose
3083,NC,lose
3084,NC,win
3085,KT,win
3086,KT,win
3088,한화,lose
3089,NC,lose
3090,NC,lose
3091,한화,lose
3092,LG,lose
3093,KIA,win
3094,한화,lose
3095,KT,win
3097,LG,win
3098,SK,lose
3099,두산,lose
3100,SK,lose
3101,SK,win
3102,KT,lose
3103,NC,lose
3104,NC,lose
3105,NC,lose
3106,KIA,win
3107,KIA,win
3108,KIA,lose
3109,키움,lose
3110,키움,win
3111,키움,win
3112,KT,lose
3113,KT,lose
3114,KT,lose
3115,LG,lose
3116,LG,win
3117,LG,lose
3118,두산,lose
3119,두산,lose
3120,두산,win
3121,롯데,lose
3122,롯데,win
3123,롯데,win
3124,NC,win
3125,NC,win
3126,NC,lose
3127,NC,lose
3128,NC,lose
3129,NC,lose
3130,KIA,win
3131,KIA,win
3132,KIA,lose
3133,키움,lose
3134,키움,win
3135,키움,win
3136,KT,lose
3137,KT,lose
3138,KT,lose
3139,LG,lose
3140,LG,win
3141,LG,lose
3142,두산,lose
3143,두산,lose
3144,두산,win
3145,롯데,lose
3146,롯데,win
3147,롯데,win
3148,NC,win
3149,NC,win
3150,NC,lose
3151,LG,win
3152,LG,win
3153,LG,lose
3154,SK,lose
3155,SK,lose
3156,SK,win
3157,키움,lose
3158,키움,win
3159,키움,win
3161,KT,win
3162,KT,lose
3163,KT,win
3164,두산,win
3165,두산,win
3166,두산,lose
3167,KIA,lose
3168,KIA,lose
3169,KIA,win
3170,한화,win
3171,한화,win
3172,한화,lose
3173,롯데,win
3174,롯데,win
3175,롯데,lose
3176,SK,win
3177,SK,win
3178,SK,win
3179,LG,win
3180,LG,win
3181,LG,lose
3182,키움,win
3183,키움,lose
3184,키움,lose
3185,KT,lose
3186,KT,lose
3189,KIA,win
3190,KIA,lose
3191,KIA,win
3192,롯데,win
3193,롯데,win
3194,롯데,lose
3195,NC,lose
3199,KIA,lose
3200,KIA,lose
3202,한화,lose
3203,한화,win
3204,키움,lose
3205,키움,lose
3206,키움,lose
3207,두산,win
3208,두산,draw
3209,두산,lose
3210,SK,win
3211,SK,lose
3214,두산,lose
3215,두산,lose
3216,두산,win
3217,한화,win
3218,한화,win
3219,한화,lose
3220,KT,lose
3221,KT,lose
3222,SK,win
3223,SK,lose
3224,롯데,lose
3225,롯데,lose
3226,LG,win
3227,LG,lose
3228,한화,lose
3230,키움,win
3231,키움,lose
3232,KIA,lose
3234,두산,win
3235,두산,win
3237,NC,win
3239,한화,lose
3240,한화,draw
3241,한화,lose
3242,롯데,lose
3243,롯데,lose
3244,LG,win
3245,LG,win
3246,KT,win
3247,KT,lose
3248,KIA,lose
3249,KIA,lose
3250,키움,lose
3251,키움,win
3252,NC,lose
3253,NC,lose
3254,두산,lose
3255,두산,win
3256,SK,win
3257,SK,lose
3258,KT,lose
3259,KT,lose
3260,KT,win
3261,NC,win
3262,NC,draw
3263,NC,lose
3264,NC,lose
3265,LG,win
3266,LG,lose
3267,LG,lose
3268,롯데,win
3269,롯데,lose
3270,롯데,win
3271,SK,lose
3272,SK,win
3273,SK,lose
3274,한화,win
3275,한화,draw
3276,한화,win
3277,한화,win
3278,SK,win
3279,KT,lose
3280,KIA,win
3281,KIA,lose
3282,NC,win
3283,NC,draw
3284,키움,lose
3285,키움,lose
3286,두산,lose
3287,두산,lose
3288,두산,win
3289,KT,win
3290,KT,win
3291,KT,win
3292,한화,win
3293,한화,lose
3294,한화,win
3295,롯데,lose
3296,롯데,win
3297,롯데,win
3298,SSG,lose
3299,SSG,win
3300,SSG,lose
3301,KIA,lose
3302,KIA,win
3303,KIA,win
3304,NC,win
3305,NC,win
3306,NC,lose
3307,LG,win
3308,키움,lose
3309,키움,lose
3310,두산,lose
3311,두산,lose
3312,두산,win
3313,KT,win
3314,KT,win
3315,KT,win
3316,한화,win
3317,한화,lose
3318,한화,win
3319,롯데,lose
3320,롯데,win
3321,롯데,win
3322,SSG,lose
3323,SSG,win
3324,SSG,lose
3325,KIA,lose
3326,KIA,win
3327,KIA,win
3328,NC,win
3329,NC,win
3330,NC,lose
3331,LG,win
3332,LG,win
3333,LG,win
3335,한화,win
3336,한화,lose
3337,롯데,win
3338,롯데,lose
3339,롯데,win
3340,KT,lose
3341,KT,win
3342,KT,win
3343,LG,lose
3344,LG,lose
3346,LG,win
3347,키움,lose
3348,키움,lose
3350,KIA,win
3351,KIA,lose
3352,KIA,win
3354,NC,win
3355,NC,lose
3356,두산,lose
3357,두산,win
3358,두산,lose
3359,SSG,lose
3360,SSG,win
3362,키움,win
3363,키움,lose
3364,키움,win
3365,KIA,win
3366,KIA,lose
3367,KIA,win
3368,NC,lose
3369,NC,win
3370,NC,win
3371,두산,win
3372,두산,win
3373,두산,lose
3374,롯데,lose
3375,롯데,win
3376,롯데,lose
3377,한화,win
3378,한화,win
3379,한화,win
3381,LG,lose
3382,LG,win
3383,LG,lose
3384,SSG,lose
3385,SSG,draw
3386,SSG,lose
3387,SSG,win
3388,NC,win
3390,NC,win
3394,KT,lose
3395,롯데,lose
3396,롯데,win
3397,롯데,win
3405,두산,lose
3406,두산,win
3407,KT,lose
3408,KT,lose
3409,KT,lose
3410,한화,lose
3411,한화,win
3412,한화,win
3413,SSG,win
3415,SSG,draw
3417,SSG,win
3418,LG,draw
3419,LG,lose
3420,LG,lose
3421,KT,win
3422,KT,lose
3423,키움,win
3424,키움,win
3426,KIA,win
3427,KIA,win
3428,두산,win
3429,두산,lose
3430,롯데,lose
3431,롯데,lose
3432,KT,win
3433,KT,draw
3434,한화,win
3435,한화,draw
3436,한화,draw
3437,LG,draw
3438,LG,lose
3439,KIA,lose
3440,KIA,win
3441,SSG,win
3442,SSG,draw
3443,롯데,win
3444,롯데,lose
3445,LG,win
3446,LG,lose
3447,NC,win
3448,NC,win
3449,SSG,lose
3451,한화,win
3452,한화,lose
3453,두산,lose
3454,두산,win
3455,키움,lose
3456,키움,win
3457,NC,win
3458,NC,lose
3459,KIA,win
3460,KIA,win
3461,KIA,lose
3462,키움,lose
3463,키움,win
3464,키움,win
