날짜,상대팀,결과
09.01(금),NC,lose
09.02(토),NC,lose
09.03(일),NC,win
09.05(화),롯데,lose
09.06(수),롯데,win
09.07(목),롯데,lose
09.08(금),두산,lose
09.09(토),두산,win
-,두산,lose
09.10(일),두산,lose
09.12(화),KIA,win
09.14(목),KT,win
09.15(금),NC,lose
09.16(토),NC,-
09.17(일),롯데,lose
09.19(화),KT,lose
09.20(수),SSG,-
09.21(목),두산,lose
09.22(금),두산,lose
09.26(화),한화,-
09.27(수),한화,win
-,한화,lose
09.28(목),LG,win
09.30(토),NC,win
