날짜,상대팀,결과
08.01(화),KIA,lose
08.02(수),KIA,win
08.03(목),KIA,lose
08.04(금),LG,win
08.05(토),LG,win
08.06(일),LG,lose
08.08(화),두산,lose
08.09(수),두산,win
08.10(목),두산,-
08.11(금),SSG,win
08.12(토),SSG,lose
08.13(일),SSG,lose
08.15(화),LG,win
08.16(수),LG,lose
08.17(목),LG,win
08.18(금),KIA,win
08.19(토),KIA,lose
08.20(일),KIA,win
08.22(화),한화,win
08.23(수),한화,-
08.24(목),한화,-
08.25(금),키움,lose
08.26(토),키움,win
08.27(일),키움,win
08.29(화),KT,-
08.30(수),KT,-
08.31(목),KT,lose
