날짜,상대팀,결과
04.01(토),NC,lose
04.02(일),NC,win
04.04(화),한화,win
04.05(수),한화,-
04.06(목),한화,lose
04.07(금),LG,lose
04.08(토),LG,lose
04.09(일),LG,lose
04.11(화),SSG,lose
04.12(수),SSG,lose
04.13(목),SSG,win
04.14(금),롯데,win
04.15(토),롯데,lose
04.16(일),롯데,win
04.18(화),키움,win
04.19(수),키움,win
04.20(목),키움,lose
04.21(금),KIA,lose
04.22(토),KIA,lose
04.23(일),KIA,lose
04.25(화),두산,-
04.26(수),두산,win
04.27(목),두산,win
04.28(금),KT,win
04.29(토),KT,win
04.30(일),KT,win
