날짜,상대팀,결과
05.02(화),키움,lose
05.03(수),키움,lose
05.04(목),키움,win
05.05(금),롯데,-
05.06(토),롯데,-
05.07(일),롯데,-
05.09(화),한화,win
05.10(수),한화,lose
05.11(목),한화,lose
05.12(금),LG,win
05.13(토),LG,lose
05.14(일),LG,lose
05.16(화),KIA,lose
05.17(수),KIA,lose
05.18(목),KIA,-
05.19(금),NC,win
05.20(토),NC,lose
05.21(일),NC,win
05.23(화),두산,lose
05.24(수),두산,win
05.25(목),두산,lose
05.26(금),KT,lose
05.27(토),KT,lose
05.28(일),KT,win
05.30(화),SSG,lose
05.31(수),SSG,win
