날짜,상대팀,결과
09.01(화),KIA,lose
09.02(수),KIA,-
09.03(목),두산,win
09.04(금),두산,win
09.05(토),NC,-
09.06(일),NC,win
-,NC,-
09.08(화),한화,lose
09.09(수),한화,draw
-,한화,lose
09.10(목),롯데,lose
09.11(금),롯데,lose
09.12(토),LG,win
09.13(일),LG,win
09.15(화),KT,win
09.16(수),KT,lose
09.17(목),KIA,lose
09.18(금),KIA,lose
09.19(토),키움,lose
09.20(일),키움,win
09.22(화),NC,lose
09.23(수),NC,lose
09.24(목),두산,lose
09.25(금),두산,win
09.26(토),SK,win
09.27(일),SK,lose
09.29(화),KT,lose
09.30(수),KT,lose
