날짜,상대팀,결과
07.01(수),SK,win
07.02(목),SK,win
07.03(금),LG,win
07.04(토),LG,win
07.05(일),LG,lose
07.07(화),키움,win
07.08(수),키움,lose
07.09(목),키움,lose
07.10(금),KT,lose
07.11(토),KT,lose
07.12(일),KT,-
07.13(월),KT,-
07.14(화),KIA,win
07.15(수),KIA,lose
07.16(목),KIA,win
07.17(금),롯데,win
07.18(토),롯데,win
07.19(일),롯데,lose
07.21(화),NC,lose
07.22(수),NC,-
07.23(목),NC,-
07.24(금),KIA,-
07.25(토),KIA,lose
07.26(일),KIA,lose
07.28(화),한화,-
07.29(수),한화,lose
07.30(목),한화,win
07.31(금),키움,lose
