날짜,상대팀,결과
06.01(토),현대,win
06.02(일),현대,lose
06.05(수),한화,win
06.06(목),한화,win
06.07(금),KIA,win
06.08(토),KIA,lose
06.09(일),KIA,lose
06.11(화),롯데,win
06.12(수),롯데,win
06.13(목),롯데,win
06.15(토),SK,win
06.16(일),SK,lose
06.19(수),두산,lose
06.20(목),두산,lose
06.21(금),롯데,win
06.23(일),롯데,win
06.26(수),KIA,lose
06.27(목),KIA,win
06.28(금),LG,lose
06.30(일),LG,lose
