날짜,상대팀,결과
09.01(수),키움,win
-,키움,-
09.02(목),KIA,win
09.03(금),KIA,win
09.04(토),두산,win
09.05(일),두산,lose
09.07(화),롯데,lose
09.08(수),롯데,lose
09.09(목),KT,win
09.10(금),KT,draw
09.11(토),한화,win
09.12(일),한화,draw
-,한화,draw
09.14(화),LG,draw
09.15(수),LG,lose
09.16(목),KIA,lose
09.17(금),KIA,win
09.18(토),SSG,win
09.19(일),SSG,draw
09.21(화),롯데,win
09.22(수),롯데,lose
09.23(목),LG,win
09.24(금),LG,lose
09.25(토),NC,win
09.26(일),NC,win
09.28(화),SSG,lose
09.29(수),SSG,-
09.30(목),한화,win
