날짜,상대팀,결과
06.01(화),SSG,lose
06.02(수),SSG,win
06.03(목),SSG,-
06.04(금),키움,win
06.05(토),키움,lose
06.06(일),키움,win
06.08(화),KIA,win
06.09(수),KIA,lose
06.10(목),KIA,win
06.11(금),NC,lose
06.12(토),NC,win
06.13(일),NC,win
06.15(화),두산,win
06.16(수),두산,win
06.17(목),두산,lose
06.18(금),롯데,lose
06.19(토),롯데,win
06.20(일),롯데,lose
06.22(화),한화,win
06.23(수),한화,win
06.24(목),한화,win
06.25(금),LG,-
06.26(토),LG,lose
-,LG,win
06.27(일),LG,lose
06.29(화),SSG,lose
06.30(수),SSG,draw
-,SSG,lose
