날짜,상대팀,결과
05.01(토),LG,win
05.02(일),LG,win
05.04(화),한화,-
05.05(수),한화,win
05.06(목),한화,lose
05.07(금),롯데,win
05.08(토),롯데,lose
05.09(일),롯데,win
05.11(화),KT,lose
05.12(수),KT,win
05.13(목),KT,win
05.14(금),LG,lose
05.15(토),LG,lose
05.16(일),LG,-
05.17(월),LG,win
05.18(화),키움,lose
05.19(수),키움,lose
05.20(목),키움,-
05.21(금),KIA,win
05.22(토),KIA,lose
05.23(일),KIA,win
05.25(화),NC,-
05.26(수),NC,win
05.27(목),NC,lose
05.28(금),두산,lose
05.29(토),두산,win
05.30(일),두산,lose
